"MTU (CET/CEST)","Generation - Solar [MW] Day Ahead/ BZN|ES","Generation - Solar [MW] Intraday / BZN|ES","Generation - Solar [MW] Current / BZN|ES","Generation - Wind Offshore [MW] Day Ahead/ BZN|ES","Generation - Wind Offshore [MW] Intraday / BZN|ES","Generation - Wind Offshore [MW] Current / BZN|ES","Generation - Wind Onshore [MW] Day Ahead/ BZN|ES","Generation - Wind Onshore [MW] Intraday / BZN|ES","Generation - Wind Onshore [MW] Current / BZN|ES"
"24.01.2025 09:45 - 24.01.2025 10:00","4002","4125","4184","n/e","n/e","n/e","9240","8091","8182"
"24.01.2025 10:00 - 24.01.2025 10:15","5278","5417","4834","n/e","n/e","n/e","9217","8142","8328"
"24.01.2025 10:15 - 24.01.2025 10:30","6025","6173","5544","n/e","n/e","n/e","9209","8217","8333"
"24.01.2025 10:30 - 24.01.2025 10:45","6659","6806","6171","n/e","n/e","n/e","9211","8293","8347"
"24.01.2025 10:45 - 24.01.2025 11:00","7185","7327","6717","n/e","n/e","n/e","9224","8369","8370"
"24.01.2025 11:00 - 24.01.2025 11:15","7797","7960","7167","n/e","n/e","n/e","9196","8407","8536"
"24.01.2025 11:15 - 24.01.2025 11:30","8168","8341","7615","n/e","n/e","n/e","9229","8490","8590"
"24.01.2025 11:30 - 24.01.2025 11:45","8473","8670","7998","n/e","n/e","n/e","9272","8581","8663"
"24.01.2025 11:45 - 24.01.2025 12:00","8724","8952","8320","n/e","n/e","n/e","9325","8681","8751"
"24.01.2025 12:00 - 24.01.2025 12:15","8997","9274","8722","n/e","n/e","n/e","9370","8778","9621"
"24.01.2025 12:15 - 24.01.2025 12:30","9166","9475","8981","n/e","n/e","n/e","9440","8895","9712"
"24.01.2025 12:30 - 24.01.2025 12:45","9303","9637","9204","n/e","n/e","n/e","9518","9009","9804"
"24.01.2025 12:45 - 24.01.2025 13:00","9408","9762","9391","n/e","n/e","n/e","9598","9129","9892"
"24.01.2025 13:00 - 24.01.2025 13:15","9542","9868","9959","n/e","n/e","n/e","9696","9262","10096"
"24.01.2025 13:15 - 24.01.2025 13:30","9571","9922","10069","n/e","n/e","n/e","9759","9381","10139"
"24.01.2025 13:30 - 24.01.2025 13:45","9558","9938","10147","n/e","n/e","n/e","9805","9493","10174"
"24.01.2025 13:45 - 24.01.2025 14:00","9511","9927","10187","n/e","n/e","n/e","9842","9597","10205"
"24.01.2025 14:00 - 24.01.2025 14:15","9468","9931","9639","n/e","n/e","n/e","9856","9722","10688"
"24.01.2025 14:15 - 24.01.2025 14:30","9379","9879","9636","n/e","n/e","n/e","9901","9799","10661"
"24.01.2025 14:30 - 24.01.2025 14:45","9276","9813","9577","n/e","n/e","n/e","9959","9861","10642"
"24.01.2025 14:45 - 24.01.2025 15:00","9150","9718","9453","n/e","n/e","n/e","10025","9907","10625"
"24.01.2025 15:00 - 24.01.2025 15:15","9132","9730","8735","n/e","n/e","n/e","10116","9945","10815"
"24.01.2025 15:15 - 24.01.2025 15:30","8902","9517","8543","n/e","n/e","n/e","10166","9965","10764"
"24.01.2025 15:30 - 24.01.2025 15:45","8592","9214","8262","n/e","n/e","n/e","10195","9975","10713"
"24.01.2025 15:45 - 24.01.2025 16:00","8175","8790","7860","n/e","n/e","n/e","10209","9978","10663"
"24.01.2025 16:00 - 24.01.2025 16:15","8041","8725","8158","n/e","n/e","n/e","10209","9976","10882"
"24.01.2025 16:15 - 24.01.2025 16:30","7281","7919","7264","n/e","n/e","n/e","10220","9976","10812"
"24.01.2025 16:30 - 24.01.2025 16:45","6331","6904","6193","n/e","n/e","n/e","10240","9981","10760"
"24.01.2025 16:45 - 24.01.2025 17:00","5259","5750","5027","n/e","n/e","n/e","10271","9993","10729"
"24.01.2025 17:00 - 24.01.2025 17:15","4430","4817","4317","n/e","n/e","n/e","10312","10017","10795"
"24.01.2025 17:15 - 24.01.2025 17:30","3300","3597","3396","n/e","n/e","n/e","10363","10053","10784"
"24.01.2025 17:30 - 24.01.2025 17:45","2302","2513","2555","n/e","n/e","n/e","10422","10105","10804"
"24.01.2025 17:45 - 24.01.2025 18:00","1469","1603","1795","n/e","n/e","n/e","10493","10170","10852"
"24.01.2025 18:00 - 24.01.2025 18:15","737","804","471","n/e","n/e","n/e","10551","10250","10440"
"24.01.2025 18:15 - 24.01.2025 18:30","345","364","360","n/e","n/e","n/e","10648","10329","10522"
"24.01.2025 18:30 - 24.01.2025 18:45","142","131","288","n/e","n/e","n/e","10761","10409","10598"
"24.01.2025 18:45 - 24.01.2025 19:00","129","117","223","n/e","n/e","n/e","10883","10489","10674"
"24.01.2025 19:00 - 24.01.2025 19:15","116","105","148","n/e","n/e","n/e","10642","10233","10316"
"24.01.2025 19:15 - 24.01.2025 19:30","108","97","136","n/e","n/e","n/e","10760","10308","10406"
"24.01.2025 19:30 - 24.01.2025 19:45","101","91","127","n/e","n/e","n/e","10870","10383","10505"
"24.01.2025 19:45 - 24.01.2025 20:00","95","87","120","n/e","n/e","n/e","10970","10460","10611"
"24.01.2025 20:00 - 24.01.2025 20:15","88","81","28","n/e","n/e","n/e","10996","10467","10859"
"24.01.2025 20:15 - 24.01.2025 20:30","87","81","29","n/e","n/e","n/e","11078","10562","10956"
"24.01.2025 20:30 - 24.01.2025 20:45","90","84","30","n/e","n/e","n/e","11152","10669","11048"
"24.01.2025 20:45 - 24.01.2025 21:00","94","87","31","n/e","n/e","n/e","11218","10781","11132"
"24.01.2025 21:00 - 24.01.2025 21:15","102","93","50","n/e","n/e","n/e","11222","10855","11485"
"24.01.2025 21:15 - 24.01.2025 21:30","106","96","48","n/e","n/e","n/e","11273","10948","11473"
"24.01.2025 21:30 - 24.01.2025 21:45","109","98","45","n/e","n/e","n/e","11316","11019","11467"
"24.01.2025 21:45 - 24.01.2025 22:00","110","98","42","n/e","n/e","n/e","11338","11066","11463"
"24.01.2025 22:00 - 24.01.2025 22:15","113","100","27","n/e","n/e","n/e","11389","11095","11898"
"24.01.2025 22:15 - 24.01.2025 22:30","110","97","27","n/e","n/e","n/e","11324","11094","11851"
"24.01.2025 22:30 - 24.01.2025 22:45","106","93","28","n/e","n/e","n/e","11201","11069","11788"
"24.01.2025 22:45 - 24.01.2025 23:00","100","88","29","n/e","n/e","n/e","11055","11022","11716"
"24.01.2025 23:00 - 24.01.2025 23:15","94","81","36","n/e","n/e","n/e","11377","11501","12222"
"24.01.2025 23:15 - 24.01.2025 23:30","88","77","36","n/e","n/e","n/e","11312","11413","12137"
"24.01.2025 23:30 - 24.01.2025 23:45","84","75","36","n/e","n/e","n/e","11342","11311","12051"
"24.01.2025 23:45 - 25.01.2025 00:00","81","75","36","n/e","n/e","n/e","11433","11204","11964"
"25.01.2025 00:00 - 25.01.2025 00:15","78","7","7","n/e","n/e","n/e","11884","11815","11815"
"25.01.2025 00:15 - 25.01.2025 00:30","75","7","7","n/e","n/e","n/e","11812","11745","11745"
"25.01.2025 00:30 - 25.01.2025 00:45","73","7","7","n/e","n/e","n/e","11747","11690","11690"
"25.01.2025 00:45 - 25.01.2025 01:00","72","6","6","n/e","n/e","n/e","11692","11646","11646"
"25.01.2025 01:00 - 25.01.2025 01:15","71","6","6","n/e","n/e","n/e","11616","11588","11588"
"25.01.2025 01:15 - 25.01.2025 01:30","69","5","5","n/e","n/e","n/e","11589","11573","11573"
"25.01.2025 01:30 - 25.01.2025 01:45","65","4","4","n/e","n/e","n/e","11577","11560","11560"
"25.01.2025 01:45 - 25.01.2025 02:00","61","3","3","n/e","n/e","n/e","11574","11543","11543"
"25.01.2025 02:00 - 25.01.2025 02:15","56","36","36","n/e","n/e","n/e","11586","11321","11321"
"25.01.2025 02:15 - 25.01.2025 02:30","52","33","33","n/e","n/e","n/e","11575","11295","11295"
"25.01.2025 02:30 - 25.01.2025 02:45","49","30","30","n/e","n/e","n/e","11549","11250","11250"
"25.01.2025 02:45 - 25.01.2025 03:00","47","27","27","n/e","n/e","n/e","11515","11192","11192"
"25.01.2025 03:00 - 25.01.2025 03:15","46","28","28","n/e","n/e","n/e","11465","10966","10966"
"25.01.2025 03:15 - 25.01.2025 03:30","43","28","28","n/e","n/e","n/e","11431","10937","10937"
"25.01.2025 03:30 - 25.01.2025 03:45","40","29","29","n/e","n/e","n/e","11408","10910","10910"
"25.01.2025 03:45 - 25.01.2025 04:00","36","29","29","n/e","n/e","n/e","11397","10884","10884"
"25.01.2025 04:00 - 25.01.2025 04:15","33","7","7","n/e","n/e","n/e","11373","11645","11645"
"25.01.2025 04:15 - 25.01.2025 04:30","28","3","3","n/e","n/e","n/e","11395","11558","11558"
"25.01.2025 04:30 - 25.01.2025 04:45","24","0","0","n/e","n/e","n/e","11434","11465","11465"
"25.01.2025 04:45 - 25.01.2025 05:00","19","0","0","n/e","n/e","n/e","11487","11369","11369"
"25.01.2025 05:00 - 25.01.2025 05:15","16","8","8","n/e","n/e","n/e","11554","12176","12176"
"25.01.2025 05:15 - 25.01.2025 05:30","12","6","6","n/e","n/e","n/e","11615","12145","12145"
"25.01.2025 05:30 - 25.01.2025 05:45","8","4","4","n/e","n/e","n/e","11673","12118","12118"
"25.01.2025 05:45 - 25.01.2025 06:00","5","3","3","n/e","n/e","n/e","11722","12090","12090"
"25.01.2025 06:00 - 25.01.2025 06:15","2","1","1","n/e","n/e","n/e","11788","12709","12709"
"25.01.2025 06:15 - 25.01.2025 06:30","2","1","1","n/e","n/e","n/e","11810","12663","12663"
"25.01.2025 06:30 - 25.01.2025 06:45","3","2","2","n/e","n/e","n/e","11813","12622","12622"
"25.01.2025 06:45 - 25.01.2025 07:00","5","3","3","n/e","n/e","n/e","11803","12586","12586"
"25.01.2025 07:00 - 25.01.2025 07:15","10","13","13","n/e","n/e","n/e","11790","13016","13016"
"25.01.2025 07:15 - 25.01.2025 07:30","15","12","12","n/e","n/e","n/e","11772","12952","12952"
"25.01.2025 07:30 - 25.01.2025 07:45","23","11","11","n/e","n/e","n/e","11760","12902","12902"
"25.01.2025 07:45 - 25.01.2025 08:00","33","12","12","n/e","n/e","n/e","11752","12866","12866"
"25.01.2025 08:00 - 25.01.2025 08:15","78","15","15","n/e","n/e","n/e","11743","13604","13604"
"25.01.2025 08:15 - 25.01.2025 08:30","154","96","96","n/e","n/e","n/e","11746","13508","13508"
"25.01.2025 08:30 - 25.01.2025 08:45","278","259","259","n/e","n/e","n/e","11753","13408","13408"
"25.01.2025 08:45 - 25.01.2025 09:00","443","445","445","n/e","n/e","n/e","11766","13305","13305"
"25.01.2025 09:00 - 25.01.2025 09:15","970","1248","1239","n/e","n/e","n/e","11569","12938","13450"
"25.01.2025 09:15 - 25.01.2025 09:30","1316","1690","1695","n/e","n/e","n/e","11595","12827","13360"
"25.01.2025 09:30 - 25.01.2025 09:45","1690","2155","2168","n/e","n/e","n/e","11630","12715","13277"
"25.01.2025 09:45 - 25.01.2025 10:00","2075","2616","2635","n/e","n/e","n/e","11672","12605","13202"
"25.01.2025 10:00 - 25.01.2025 10:15","2698","3376","3885","n/e","n/e","n/e","11583","12347","12887"
"25.01.2025 10:15 - 25.01.2025 10:30","3092","3810","4279","n/e","n/e","n/e","11625","12258","12819"
"25.01.2025 10:30 - 25.01.2025 10:45","3451","4172","4609","n/e","n/e","n/e","11664","12185","12750"
"25.01.2025 10:45 - 25.01.2025 11:00","3781","4479","4896","n/e","n/e","n/e","11700","12126","12683"
"25.01.2025 11:00 - 25.01.2025 11:15","4170","4800","3518","n/e","n/e","n/e","11744","12102","12577"
"25.01.2025 11:15 - 25.01.2025 11:30","4495","5081","3914","n/e","n/e","n/e","11778","12056","12557"
"25.01.2025 11:30 - 25.01.2025 11:45","4830","5379","4291","n/e","n/e","n/e","11812","12011","12548"
"25.01.2025 11:45 - 25.01.2025 12:00","5165","5689","4651","n/e","n/e","n/e","11848","11970","12546"
"25.01.2025 12:00 - 25.01.2025 12:15","5586","6082","5554","n/e","n/e","n/e","11739","11836","12659"
"25.01.2025 12:15 - 25.01.2025 12:30","5871","6378","5851","n/e","n/e","n/e","11781","11817","12645"
"25.01.2025 12:30 - 25.01.2025 12:45","6107","6648","6120","n/e","n/e","n/e","11827","11910","12646"
"25.01.2025 12:45 - 25.01.2025 13:00","6300","6882","6360","n/e","n/e","n/e","11880","12012","12655"
"25.01.2025 13:00 - 25.01.2025 13:15","6594","7229","6759","n/e","n/e","n/e","11988","12033","12672"
"25.01.2025 13:15 - 25.01.2025 13:30","6751","7394","6901","n/e","n/e","n/e","12062","12128","12684"
"25.01.2025 13:30 - 25.01.2025 13:45","6897","7515","7016","n/e","n/e","n/e","12147","12210","12694"
"25.01.2025 13:45 - 25.01.2025 14:00","7034","7598","7105","n/e","n/e","n/e","12229","12276","12696"
"25.01.2025 14:00 - 25.01.2025 14:15","7175","7692","7624","n/e","n/e","n/e","12418","12389","13325"
"25.01.2025 14:15 - 25.01.2025 14:30","7293","7719","7656","n/e","n/e","n/e","12444","12423","13265"
"25.01.2025 14:30 - 25.01.2025 14:45","7397","7728","7659","n/e","n/e","n/e","12423","12441","13201"
"25.01.2025 14:45 - 25.01.2025 15:00","7476","7717","7629","n/e","n/e","n/e","12372","12443","13128"
"25.01.2025 15:00 - 25.01.2025 15:15","7740","7846","7836","n/e","n/e","n/e","12717","13102","13993"
"25.01.2025 15:15 - 25.01.2025 15:30","7722","7781","7742","n/e","n/e","n/e","12672","13076","13871"
"25.01.2025 15:30 - 25.01.2025 15:45","7626","7677","7577","n/e","n/e","n/e","12665","13038","13745"
"25.01.2025 15:45 - 25.01.2025 16:00","7422","7491","7316","n/e","n/e","n/e","12683","12989","13611"
"25.01.2025 16:00 - 25.01.2025 16:15","7490","7643","6990","n/e","n/e","n/e","12741","12939","13771"
"25.01.2025 16:15 - 25.01.2025 16:30","6939","7107","6354","n/e","n/e","n/e","12751","12873","13623"
"25.01.2025 16:30 - 25.01.2025 16:45","6184","6345","5578","n/e","n/e","n/e","12734","12802","13478"
"25.01.2025 16:45 - 25.01.2025 17:00","5281","5417","4715","n/e","n/e","n/e","12696","12730","13336"
"25.01.2025 17:00 - 25.01.2025 17:15","4590","4663","3423","n/e","n/e","n/e","12670","12644","13257"
"25.01.2025 17:15 - 25.01.2025 17:30","3542","3592","2605","n/e","n/e","n/e","12631","12588","13118"
"25.01.2025 17:30 - 25.01.2025 17:45","2564","2602","1837","n/e","n/e","n/e","12605","12548","12980"
"25.01.2025 17:45 - 25.01.2025 18:00","1704","1734","1343","n/e","n/e","n/e","12585","12525","12843"
"25.01.2025 18:00 - 25.01.2025 18:15","976","1018","632","n/e","n/e","n/e","12595","12501","12715"
"25.01.2025 18:15 - 25.01.2025 18:30","485","514","185","n/e","n/e","n/e","12542","12516","12584"
"25.01.2025 18:30 - 25.01.2025 18:45","205","219","58","n/e","n/e","n/e","12457","12548","12459"
"25.01.2025 18:45 - 25.01.2025 19:00","122","108","19","n/e","n/e","n/e","12350","12588","12348"
"25.01.2025 19:00 - 25.01.2025 19:15","112","88","30","n/e","n/e","n/e","12212","12709","12200"
"25.01.2025 19:15 - 25.01.2025 19:30","103","74","29","n/e","n/e","n/e","12109","12724","12149"
"25.01.2025 19:30 - 25.01.2025 19:45","95","65","28","n/e","n/e","n/e","12028","12710","12136"
"25.01.2025 19:45 - 25.01.2025 20:00","89","60","28","n/e","n/e","n/e","11968","12672","12128"
"25.01.2025 20:00 - 25.01.2025 20:15","82","58","21","n/e","n/e","n/e","10531","11264","10863"
"25.01.2025 20:15 - 25.01.2025 20:30","79","55","20","n/e","n/e","n/e","10502","11204","10727"
"25.01.2025 20:30 - 25.01.2025 20:45","76","51","22","n/e","n/e","n/e","10479","11140","10577"
"25.01.2025 20:45 - 25.01.2025 21:00","75","47","24","n/e","n/e","n/e","10459","11077","10386"
"25.01.2025 21:00 - 25.01.2025 21:15","74","43","8","n/e","n/e","n/e","10464","10985","11664"
"25.01.2025 21:15 - 25.01.2025 21:30","73","38","8","n/e","n/e","n/e","10435","10935","11618"
"25.01.2025 21:30 - 25.01.2025 21:45","71","33","10","n/e","n/e","n/e","10397","10894","11576"
"25.01.2025 21:45 - 25.01.2025 22:00","68","29","13","n/e","n/e","n/e","10348","10860","11536"
"25.01.2025 22:00 - 25.01.2025 22:15","65","25","50","n/e","n/e","n/e","10462","10846","11471"
"25.01.2025 22:15 - 25.01.2025 22:30","62","22","53","n/e","n/e","n/e","10388","10812","11429"
"25.01.2025 22:30 - 25.01.2025 22:45","59","21","53","n/e","n/e","n/e","10300","10771","11362"
"25.01.2025 22:45 - 25.01.2025 23:00","56","20","49","n/e","n/e","n/e","10202","10723","11270"
"25.01.2025 23:00 - 25.01.2025 23:15","58","22","56","n/e","n/e","n/e","11279","11979","12465"
"25.01.2025 23:15 - 25.01.2025 23:30","50","19","45","n/e","n/e","n/e","11158","11906","12357"
"25.01.2025 23:30 - 25.01.2025 23:45","39","15","34","n/e","n/e","n/e","11036","11823","12214"
"25.01.2025 23:45 - 26.01.2025 00:00","27","9","23","n/e","n/e","n/e","10912","11731","12041"
"26.01.2025 00:00 - 26.01.2025 00:15","18","5","5","n/e","n/e","n/e","12017","11869","11869"
"26.01.2025 00:15 - 26.01.2025 00:30","8","3","3","n/e","n/e","n/e","11899","11714","11714"
"26.01.2025 00:30 - 26.01.2025 00:45","4","2","2","n/e","n/e","n/e","11739","11557","11557"
"26.01.2025 00:45 - 26.01.2025 01:00","3","1","1","n/e","n/e","n/e","11549","11395","11395"
"26.01.2025 01:00 - 26.01.2025 01:15","5","1","1","n/e","n/e","n/e","11318","11539","11539"
"26.01.2025 01:15 - 26.01.2025 01:30","8","1","1","n/e","n/e","n/e","11122","11365","11365"
"26.01.2025 01:30 - 26.01.2025 01:45","9","1","1","n/e","n/e","n/e","10948","11191","11191"
"26.01.2025 01:45 - 26.01.2025 02:00","9","1","1","n/e","n/e","n/e","10798","11020","11020"
"26.01.2025 02:00 - 26.01.2025 02:15","9","29","29","n/e","n/e","n/e","10625","10601","10601"
"26.01.2025 02:15 - 26.01.2025 02:30","9","27","27","n/e","n/e","n/e","10533","10459","10459"
"26.01.2025 02:30 - 26.01.2025 02:45","8","23","23","n/e","n/e","n/e","10473","10340","10340"
"26.01.2025 02:45 - 26.01.2025 03:00","7","17","17","n/e","n/e","n/e","10444","10246","10246"
"26.01.2025 03:00 - 26.01.2025 03:15","6","30","30","n/e","n/e","n/e","10367","10224","10224"
"26.01.2025 03:15 - 26.01.2025 03:30","6","21","21","n/e","n/e","n/e","10407","10177","10177"
"26.01.2025 03:30 - 26.01.2025 03:45","6","12","12","n/e","n/e","n/e","10482","10171","10171"
"26.01.2025 03:45 - 26.01.2025 04:00","6","4","4","n/e","n/e","n/e","10590","10201","10201"
"26.01.2025 04:00 - 26.01.2025 04:15","6","0","0","n/e","n/e","n/e","10663","10291","10291"
"26.01.2025 04:15 - 26.01.2025 04:30","6","0","0","n/e","n/e","n/e","10829","10362","10362"
"26.01.2025 04:30 - 26.01.2025 04:45","7","0","0","n/e","n/e","n/e","11016","10462","10462"
"26.01.2025 04:45 - 26.01.2025 05:00","7","0","0","n/e","n/e","n/e","11207","10585","10585"
"26.01.2025 05:00 - 26.01.2025 05:15","7","0","0","n/e","n/e","n/e","11452","10427","10427"
"26.01.2025 05:15 - 26.01.2025 05:30","7","0","0","n/e","n/e","n/e","11579","10564","10564"
"26.01.2025 05:30 - 26.01.2025 05:45","8","0","0","n/e","n/e","n/e","11647","10740","10740"
"26.01.2025 05:45 - 26.01.2025 06:00","8","5","5","n/e","n/e","n/e","11674","10941","10941"
"26.01.2025 06:00 - 26.01.2025 06:15","9","31","31","n/e","n/e","n/e","11657","11005","11005"
"26.01.2025 06:15 - 26.01.2025 06:30","9","30","30","n/e","n/e","n/e","11674","11169","11169"
"26.01.2025 06:30 - 26.01.2025 06:45","8","26","26","n/e","n/e","n/e","11718","11357","11357"
"26.01.2025 06:45 - 26.01.2025 07:00","8","21","21","n/e","n/e","n/e","11794","11556","11556"
"26.01.2025 07:00 - 26.01.2025 07:15","8","0","0","n/e","n/e","n/e","11843","11574","11574"
"26.01.2025 07:15 - 26.01.2025 07:30","7","0","0","n/e","n/e","n/e","11975","11698","11698"
"26.01.2025 07:30 - 26.01.2025 07:45","6","0","0","n/e","n/e","n/e","12131","11821","11821"
"26.01.2025 07:45 - 26.01.2025 08:00","5","0","0","n/e","n/e","n/e","12298","11940","11940"
"26.01.2025 08:00 - 26.01.2025 08:15","34","14","14","n/e","n/e","n/e","12510","12064","12064"
"26.01.2025 08:15 - 26.01.2025 08:30","110","153","153","n/e","n/e","n/e","12655","12144","12144"
"26.01.2025 08:30 - 26.01.2025 08:45","246","363","363","n/e","n/e","n/e","12768","12228","12228"
"26.01.2025 08:45 - 26.01.2025 09:00","435","601","601","n/e","n/e","n/e","12854","12315","12315"
"26.01.2025 09:00 - 26.01.2025 09:15","1083","1416","1441","n/e","n/e","n/e","12942","12422","12704"
"26.01.2025 09:15 - 26.01.2025 09:30","1523","1914","1966","n/e","n/e","n/e","12998","12497","12760"
"26.01.2025 09:30 - 26.01.2025 09:45","2007","2444","2517","n/e","n/e","n/e","13050","12561","12835"
"26.01.2025 09:45 - 26.01.2025 10:00","2507","2983","3069","n/e","n/e","n/e","13108","12617","12923"
"26.01.2025 10:00 - 26.01.2025 10:15","3329","3825","3416","n/e","n/e","n/e","13143","12661","13381"
"26.01.2025 10:15 - 26.01.2025 10:30","3811","4346","3931","n/e","n/e","n/e","13234","12718","13432"
"26.01.2025 10:30 - 26.01.2025 10:45","4211","4795","4400","n/e","n/e","n/e","13352","12785","13480"
"26.01.2025 10:45 - 26.01.2025 11:00","4538","5178","4823","n/e","n/e","n/e","13490","12861","13530"
"26.01.2025 11:00 - 26.01.2025 11:15","4899","5642","5339","n/e","n/e","n/e","13649","12933","13468"
"26.01.2025 11:15 - 26.01.2025 11:30","5126","5934","5641","n/e","n/e","n/e","13797","13029","13550"
"26.01.2025 11:30 - 26.01.2025 11:45","5322","6188","5901","n/e","n/e","n/e","13937","13135","13642"
"26.01.2025 11:45 - 26.01.2025 12:00","5492","6406","6142","n/e","n/e","n/e","14068","13242","13742"
"26.01.2025 12:00 - 26.01.2025 12:15","5701","6677","6484","n/e","n/e","n/e","14207","13386","14387"
"26.01.2025 12:15 - 26.01.2025 12:30","5832","6831","6632","n/e","n/e","n/e","14328","13469","14456"
"26.01.2025 12:30 - 26.01.2025 12:45","5941","6953","6730","n/e","n/e","n/e","14445","13530","14521"
"26.01.2025 12:45 - 26.01.2025 13:00","6023","7035","6788","n/e","n/e","n/e","14556","13573","14577"
"26.01.2025 13:00 - 26.01.2025 13:15","6157","7136","5998","n/e","n/e","n/e","14685","13614","14891"
"26.01.2025 13:15 - 26.01.2025 13:30","6147","7115","6011","n/e","n/e","n/e","14769","13650","14913"
"26.01.2025 13:30 - 26.01.2025 13:45","6079","7034","6000","n/e","n/e","n/e","14837","13692","14917"
"26.01.2025 13:45 - 26.01.2025 14:00","5962","6899","5961","n/e","n/e","n/e","14892","13736","14906"
"26.01.2025 14:00 - 26.01.2025 14:15","5868","6774","7117","n/e","n/e","n/e","14935","13792","14452"
"26.01.2025 14:15 - 26.01.2025 14:30","5680","6560","6948","n/e","n/e","n/e","14988","13821","14419"
"26.01.2025 14:30 - 26.01.2025 14:45","5473","6323","6743","n/e","n/e","n/e","15047","13835","14382"
"26.01.2025 14:45 - 26.01.2025 15:00","5245","6067","6498","n/e","n/e","n/e","15112","13841","14349"
"26.01.2025 15:00 - 26.01.2025 15:15","5140","5878","6031","n/e","n/e","n/e","15205","13817","14439"
"26.01.2025 15:15 - 26.01.2025 15:30","4853","5602","5722","n/e","n/e","n/e","15270","13833","14414"
"26.01.2025 15:30 - 26.01.2025 15:45","4515","5319","5371","n/e","n/e","n/e","15329","13868","14391"
"26.01.2025 15:45 - 26.01.2025 16:00","4123","4999","4967","n/e","n/e","n/e","15382","13919","14374"
